#time,nodeid,segNum,lastChunkSize,lastChunkStartTime,lastChunkFinishTime,bufferUpto,totalRebuffer,lastQuality,currentRebuffer
+2149735713.0ns,22,0,130550,1.39974,2.14974,4,0,0,0
+2978235713.0ns,22,1,349519,2.14974,2.97824,7.1715,0,0,0
+3781985713.0ns,22,2,299613,2.97824,3.78199,10.3677,0,0,0
+4560271427.0ns,22,3,220993,3.78199,4.56027,13.5895,0,0,0
+5341985713.0ns,22,4,219634,4.56027,5.34199,16.8077,0,0,0
+6067235713.0ns,22,5,81114,5.34199,6.06724,20.0825,0,0,0
+6818235713.0ns,22,6,139234,6.06724,6.81824,23.3315,0,0,0
+7623485713.0ns,22,7,308066,6.81824,7.62349,26.5263,0,0,0
+8425932140.0ns,22,8,234912,7.62349,8.42593,29.7238,0,0,0
+9204735713.0ns,22,9,210170,8.42593,9.20474,32.945,0,0,0
+12926485713.0ns,22,10,177609,12.1497,12.9265,33.2233,0,0,0
+16927485713.0ns,22,11,155318,16.1497,16.9275,33.2223,0,0,0
+20925735713.0ns,22,12,158447,20.1497,20.9257,33.224,0,0,0
+24952735713.0ns,22,13,256551,24.1497,24.9527,33.197,0,0,0
+28926503570.0ns,22,14,151129,28.1497,28.9265,33.2232,0,0,0
+32880735713.0ns,22,15,78576,32.1497,32.8807,33.269,0,0,0
+36876021427.0ns,22,16,98400,36.1497,36.876,33.2737,0,0,0
+40929735713.0ns,22,17,214461,40.1497,40.9297,33.22,0,0,0
+44927503570.0ns,22,18,166743,44.1497,44.9275,33.2222,0,0,0
+48950753570.0ns,22,19,228465,48.1497,48.9508,33.199,0,0,0
+52976985713.0ns,22,20,417897,52.1497,52.977,33.1728,0,0,0
+56927985713.0ns,22,21,202940,56.1497,56.928,33.2218,0,0,0
+60850485713.0ns,22,22,65400,60.1497,60.8505,33.2993,0,0,0
+64899735713.0ns,22,23,112487,64.1497,64.8997,33.25,0,0,0
+68874735713.0ns,22,24,73380,68.1497,68.8747,33.275,0,0,0
